Student_ID,Survey_Date,School_Name,Gender,City_Type,Family_Income,Plus2_Stream,Plus2_GPA,Entrance_Score_IOE,Entrance_Score_CEE,Entrance_Score_CMAT,Grade_English,Grade_Nepali,Grade_Social,Grade_Math,Grade_Physics,Grade_Chemistry,Grade_Biology,Grade_Computer,Grade_Accounts,Grade_Economics,Grade_Law,Interest_Technology,Interest_Math_Stats,Interest_Art_Design,Interest_Business_Money,Interest_Social_People,Interest_Bio_Health,Interest_Nature_Agri,Interest_Construction,Interest_Law_Politics,Interest_Hospitality_Food,Interest_Gaming_Entertainment,Interest_History_Culture,Suggested_Job_Role
STU_1482199,27-06-2023,BernHardt,Female,Rural,Medium,Science_Bio,3.04,0,94,0,A+,A,B+,A,A,A,B+,NG,NG,NG,NG,1,2,1,1,4,3,1,2,1,8,3,2,Mgmt_Hotel_Mgmt_BHM
STU_4482136,27-10-2023,Gandaki Boarding,Male,Rural,Medium,Science_Bio,2.94,0,113,0,A,A,A+,A,B+,A,A+,NG,NG,NG,NG,3,2,1,2,1,2,2,2,4,1,3,1,Hum_Psychologist
STU_3604520,22-06-2023,Global College,Female,Rural,Medium,Science_Physical,2.42,89,0,0,B+,B+,B+,A,A,B,NG,B+,NG,NG,NG,2,1,8,4,1,1,1,10,1,3,2,4,Eng_Architecture
STU_1964470,11-09-2023,Trinity,Male,Urban,Medium,Science_Bio,4,0,129,0,A+,A+,A+,A+,A,A+,A+,NG,NG,NG,NG,3,3,4,1,3,10,1,3,3,1,1,2,Med_BSc_Nursing
STU_2119898,23-12-2023,BernHardt,,Rural,Medium,Science_Physical,2.94,105,0,0,B+,A,A,A,A,A,NG,A+,NG,NG,NG,8,2,1,2,3,1,2,3,1,4,4,3,IT_Cloud_Engineer
STU_7811823,19-07-2023,Public High,Female,Rural,Medium,Management,2.63,0,0,65,A,A,B+,A+,NG,NG,NG,B,A,A+,NG,4,9,1,9,3,3,2,1,10,2,3,3,Hum_Economist
STU_4192683,01-03-2023,SOS Hermann,Male,Rural,Medium,Humanities,3.2,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A+,NG,1,1,3,2,3,2,1,1,3,1,4,1,Hum_Political_Scientist
STU_3541102,12-07-2023,Global College,Female,Urban,High,Science_Physical,2.39,93,0,0,B+,B+,B+,B+,B+,B+,NG,A+,NG,NG,NG,9,4,1,1,4,2,2,2,4,2,1,3,IT_Cloud_Engineer
STU_9594601,03-09-2023,Motherland,Female,Urban,Low,Science_Physical,3.42,101,0,0,A,A,A,A+,A+,A,NG,A,NG,NG,NG,4,3,2,2,3,2,4,8,1,1,1,4,Eng_Mechanical
STU_8356030,13-03-2023,Public High,,Urban,Low,Humanities,3.15,0,0,0,B+,A,A,NG,NG,NG,NG,NG,NG,B+,NG,3,3,2,3,3,3,1,3,9,2,2,1,Law_Criminal_Lawyer
STU_4308407,30-07-2023,Global College,Female,Urban,Low,Science_Bio,3.32,0,111,0,A+,A,A+,A,A,A,A+,NG,NG,NG,NG,3,1,1,3,4,10,3,3,2,4,1,3,Med_BSc_Nursing
STU_7843445,30-05-2023,St. Xaviers,Female,Rural,Low,Science_Bio,2.96,0,89,81,A,A,B+,A,A,A,A+,NG,NG,NG,NG,1,4,2,2,4,2,10,1,4,4,2,4,Agri_Forestry
STU_0442412,25-02-2023,Gandaki Boarding,Male,Urban,Medium,Science_Physical,3.12,79,0,83,A,A,A,B+,A+,A,NG,A+,NG,NG,NG,9,2,4,4,3,1,2,2,1,2,10,2,IT_Game_Developer
STU_4866118,12-10-2023,BernHardt,Male,Urban,Low,Science_Bio,3.45,0,108,0,A+,A+,A+,A,A,A,A+,NG,NG,NG,NG,2,3,1,4,2,4,2,2,4,2,2,2,Hum_Psychologist
STU_3707828,09-02-2023,St. Xaviers,Male,Urban,Medium,Science_Bio,3.09,0,95,0,A+,A,A,A,B+,A+,A+,NG,NG,NG,NG,1,2,4,1,4,4,9,4,3,2,3,2,Agri_Scientist
STU_0046961,03-01-2023,Global College,Male,Urban,Medium,Science_Physical,3.09,92,0,0,A,A,A,A,B+,A,NG,A+,NG,NG,NG,,9,2,3,4,1,1,2,3,3,4,2,IT_AI_ML_Engineer
STU_5935690,14-12-2023,SOS Hermann,Female,Urban,Medium,Humanities,3.15,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A,NG,3,4,2,4,1,1,4,3,10,2,1,10,Hum_Political_Scientist
STU_7565691,14-01-2023,Kathmandu Model,Male,Rural,High,Science_Physical,3.01,95,0,0,A,B+,B+,A,A+,A,NG,A,NG,NG,NG,2,10,,3,3,3,2,3,3,1,3,3,Eng_Geomatics
STU_6298293,22-11-2023,Gandaki Boarding,Male,Urban,Medium,Management,3.1,0,0,90,B+,A+,B+,A+,NG,NG,NG,A,A,A,NG,1,4,2,9,4,4,2,2,3,2,3,3,Mgmt_BBA_Finance
STU_0938148,26-11-2023,Budhanilkantha,Female,Rural,Medium,Science_Bio,3.53,0,105,0,A,A,A+,A,A,A,A+,NG,NG,NG,NG,2,1,2,2,4,4,9,3,4,4,1,2,Med_Veterinary
STU_0676896,15-09-2023,Trinity,Male,Urban,High,Management,2.88,0,0,79,A,B+,B+,A,NG,NG,NG,A,A+,A,NG,1,2,3,10,4,3,2,2,9,2,1,4,Mgmt_CA
STU_4759202,15-07-2023,St. Xaviers,Female,Urban,High,Science_Bio,3.7,0,118,0,A+,A,A+,A+,A+,A+,A+,NG,NG,NG,NG,1,2,1,4,2,2,1,2,4,4,4,3,Hum_Psychologist
STU_2667932,16-04-2023,,Female,Rural,Medium,Humanities,3.2,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,A,NG,2,1,3,1,4,2,4,1,10,2,3,4,Hum_Journalist
STU_8598089,22-03-2023,Public High,Male,Urban,Medium,Science_Physical,2.89,76,0,0,B+,A,A,A+,A+,A,NG,B+,NG,NG,NG,1,2,10,1,2,1,1,9,3,2,2,2,Eng_Architecture
STU_2902948,07-04-2023,Motherland,Female,Rural,Medium,Science_Bio,2.95,0,91,0,A,B+,A,B+,A+,A,A,NG,NG,NG,NG,3,4,3,3,3,10,2,3,1,4,3,2,Med_B_Pharmacy
STU_6581691,25-10-2023,Motherland,Female,Urban,Medium,Law,3.36,0,0,0,A+,A,A,NG,NG,NG,NG,NG,NG,A+,A+,2,2,2,10,3,1,1,4,8,2,1,2,Law_Corporate_Lawyer
STU_4429113,10-11-2023,BernHardt,Female,Urban,Low,Humanities,2.55,0,0,0,A,A,A+,NG,NG,NG,NG,NG,NG,A,NG,1,2,1,2,4,1,4,3,9,1,1,2,Hum_Journalist
STU_6005412,14-09-2023,BernHardt,Male,Urban,Medium,Science_Bio,3,0,113,0,A,A+,A,B+,A,A+,A+,NG,NG,NG,NG,3,4,2,3,3,1,1,3,4,1,3,4,Med_Lab_Technician
STU_9431599,07-05-2023,Budhanilkantha,,Urban,High,Science_Physical,3.04,83,0,0,A,A,A+,B+,A,A,NG,A,NG,NG,NG,2,3,3,3,4,10,1,2,2,1,2,3,Med_Public_Health_BPH
STU_2890623,29-08-2023,SOS Hermann,Female,Rural,Low,Science_Physical,2.99,102,0,0,B+,A+,B+,A+,A+,A,NG,B+,NG,NG,NG,1,9,3,2,4,1,2,2,3,1,3,3,Eng_Geomatics
STU_5839979,18-05-2023,Trinity,Male,Rural,Medium,Science_Bio,2.63,0,125,0,A,B+,A,B+,A,A,B+,NG,NG,NG,NG,3,1,2,2,4,8,1,2,1,2,3,1,Med_B_Pharmacy
STU_4998675,11-06-2023,Gandaki Boarding,Male,Urban,Medium,Humanities,2.46,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,A,NG,3,3,3,2,3,2,1,2,3,2,1,2,Eng_Mechanical
STU_9528422,09-12-2023,Trinity,Male,Urban,Low,Management,3.36,0,0,88,A,A+,B+,A,NG,NG,NG,A,A+,A+,NG,1,1,2,9,1,1,1,2,1,3,3,2,Mgmt_BBA_Finance
STU_9983435,15-06-2023,SOS Hermann,Male,Urban,Low,Management,2.81,0,0,82,A,A,A,B+,NG,NG,NG,A+,A+,B+,NG,2,4,3,8,1,3,4,3,10,2,4,1,Mgmt_CA
STU_7987589,08-08-2023,SOS Hermann,Female,Urban,Medium,Humanities,3.23,0,0,0,A+,B+,A+,NG,NG,NG,NG,NG,NG,A+,NG,3,3,3,1,1,2,3,3,1,4,3,2,Hum_Social_Worker_BSW
STU_4686475,19-08-2023,Motherland,Male,Rural,Medium,Management,3.78,0,0,85,A+,A+,A,A+,NG,NG,NG,A+,A+,A+,NG,3,2,3,10,3,2,3,1,9,1,2,2,Law_Corporate_Lawyer
STU_7779047,03-05-2023,St. Xaviers,Female,Urban,High,Law,2.73,0,0,0,A+,A+,A,NG,NG,NG,NG,NG,NG,B+,A+,1,1,3,9,1,2,2,2,9,3,2,1,Law_Corporate_Lawyer
STU_3361312,03-04-2023,Budhanilkantha,Female,Rural,Medium,Science_Physical,2.68,111,0,0,B+,B+,A,B+,A+,B+,NG,A,NG,NG,NG,10,1,3,1,2,1,4,4,4,1,8,4,IT_Game_Developer
STU_6845249,01-11-2023,Public High,Male,Urban,Medium,Science_Physical,3.07,92,0,0,A,B+,A,A,A,A,NG,A,NG,NG,NG,4,4,8,2,1,1,4,9,4,2,2,4,Eng_Architecture
STU_4256916,20-12-2023,St. Xaviers,Female,Urban,Low,Management,3.84,0,0,100,A+,A,A+,A+,NG,NG,NG,A+,A,A+,NG,1,4,2,10,3,3,3,2,3,1,4,2,Mgmt_Supply_Chain
STU_0038726,30-12-2023,Trinity,Male,Urban,Medium,Science_Physical,3.29,133,0,0,A,A,A,A+,B+,A,NG,A+,NG,NG,NG,8,1,1,1,2,3,4,1,1,4,2,2,IT_CyberSecurity
STU_8957576,21-09-2023,Gandaki Boarding,Male,Urban,Low,Management,3.53,0,0,69,A,A+,A+,A+,NG,NG,NG,A,A+,A+,NG,,4,1,10,4,3,3,4,1,3,4,2,Mgmt_Supply_Chain
STU_0031846,22-02-2023,BernHardt,Male,Urban,Medium,Science_Bio,3.18,0,125,0,A+,B+,A,B+,A,A,A,NG,NG,NG,NG,1,1,2,2,2,3,4,4,4,9,3,4,Mgmt_Hotel_Mgmt_BHM
STU_1681048,28-03-2023,Motherland,Female,Urban,Low,Humanities,2.71,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,3,1,2,2,2,1,2,1,1,3,4,4,Hum_Social_Worker_BSW
STU_7170362,24-12-2023,Trinity,Female,Urban,Medium,Humanities,2.83,0,0,0,B+,B+,A,NG,NG,NG,NG,NG,NG,A,NG,2,10,3,10,1,2,2,2,9,4,3,2,Hum_Economist
STU_5871935,12-01-2023,Trinity,Female,Urban,Medium,Humanities,3.11,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,B+,NG,4,3,3,1,4,2,1,1,9,1,3,4,Hum_Journalist
STU_4375472,17-07-2023,Public High,Male,Rural,Low,Management,3.46,0,0,86,A,A,A+,A,NG,NG,NG,A+,A+,A,NG,8,2,10,1,1,3,2,2,2,3,4,1,IT_UI_UX_Designer
STU_0612529,12-11-2023,Trinity,Male,Urban,Medium,Science_Physical,3.3,140,0,0,A+,A,A+,A,A+,A,NG,A,NG,NG,NG,2,3,1,4,4,9,3,3,4,2,1,4,Med_Public_Health_BPH
STU_5424575,19-07-2023,Public High,Female,Rural,Low,Management,1.63,0,0,60,B,B,B,B+,NG,NG,NG,C+,B+,B+,NG,2,10,3,9,2,2,1,4,8,4,4,2,Hum_Economist
STU_0904623,02-10-2023,Kathmandu Model,Male,Urban,Medium,Science_Physical,3.44,69,0,0,A+,A,A,A,A+,A,NG,A,NG,NG,NG,8,2,2,1,1,2,4,2,4,2,9,3,IT_Game_Developer
STU_7181313,26-12-2023,BernHardt,Female,Rural,Medium,Science_Physical,3.65,104,0,0,A,A+,A+,A,A+,A+,NG,A,NG,NG,NG,3,2,1,3,1,8,2,4,3,4,3,4,Med_Public_Health_BPH
STU_6507585,12-09-2023,St. Xaviers,,Rural,Low,Science_Physical,3.16,112,0,0,A,A,A,A,A+,B+,NG,A+,NG,NG,NG,8,1,3,3,1,2,4,3,3,4,4,2,IT_Cloud_Engineer
STU_1252298,29-08-2023,SOS Hermann,Male,Urban,Low,Science_Bio,3.24,0,108,0,A+,A,A+,A,A,A+,A+,NG,NG,NG,NG,2,4,,3,4,9,3,1,4,4,1,2,Med_Public_Health_BPH
STU_9769435,12-11-2023,Trinity,Male,Urban,Medium,Humanities,3.2,0,0,0,A+,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,1,4,2,2,3,4,1,2,2,4,1,1,Hum_Social_Worker_BSW
STU_8169844,06-03-2023,Motherland,Female,Urban,Low,Science_Physical,3.66,100,0,0,A,A+,A+,A+,A+,A,NG,A+,NG,NG,NG,1,10,2,2,1,3,4,2,2,2,2,3,Eng_Geomatics
STU_2406969,08-04-2023,Gandaki Boarding,Male,Rural,High,Science_Physical,2.61,73,0,0,B+,B+,A,A,A,B+,NG,B+,NG,NG,NG,2,9,2,1,3,3,2,2,4,3,4,4,Eng_Geomatics
STU_6651458,18-04-2023,Motherland,Female,Urban,High,Management,3.22,0,0,64,A,A,A,A,NG,NG,NG,A,A,A,NG,9,3,2,4,2,1,1,1,1,4,3,2,IT_Software_Engineer
STU_1628878,16-05-2023,Trinity,Female,Urban,Low,Humanities,2.84,0,0,0,A,B+,A+,NG,NG,NG,NG,NG,NG,B+,NG,4,3,4,1,3,3,3,1,8,4,4,4,Hum_Journalist
STU_2228162,27-03-2023,BernHardt,Male,Rural,Medium,Science_Bio,2.98,0,106,0,A,B+,A,A,B+,A,A+,NG,NG,NG,NG,1,4,2,2,1,4,10,2,2,3,1,4,Agri_Scientist
STU_1999880,18-09-2023,Global College,Male,Rural,Medium,Science_Bio,3.95,0,120,71,A+,A+,A+,A+,A+,A+,A+,NG,NG,NG,NG,1,4,3,2,4,10,1,1,2,4,4,2,Med_BDS_Dentist
STU_5466834,08-12-2023,SOS Hermann,Male,Urban,High,Science_Bio,2.98,0,114,0,A,A,A,A,A,A+,A,NG,NG,NG,NG,2,3,4,4,4,4,3,4,1,8,3,2,Mgmt_Hotel_Mgmt_BHM
STU_2425700,04-08-2023,SOS Hermann,Female,Rural,Low,Law,3.32,0,0,0,B+,A,A,NG,NG,NG,NG,NG,NG,A,A+,1,3,4,2,3,2,1,4,8,4,1,4,Law_Criminal_Lawyer
STU_5529257,29-12-2023,SOS Hermann,Male,Urban,Medium,Science_Bio,3.28,0,96,0,A+,A+,A,A,A,A,A+,NG,NG,NG,NG,3,2,2,3,1,10,3,1,3,4,2,4,Med_BSc_Nursing
STU_4635603,16-10-2023,Public High,Male,Rural,High,Science_Bio,3.16,0,115,60,A,A,A+,A,A,A,A+,NG,NG,NG,NG,3,2,2,1,2,3,2,1,2,3,1,3,Hum_Psychologist
STU_7491163,28-10-2023,Budhanilkantha,Female,Rural,Medium,Science_Bio,3.51,0,79,0,A,A,A,A,A,A+,A+,NG,NG,NG,NG,4,2,1,2,3,9,3,3,1,1,3,3,Med_B_Pharmacy
STU_3186187,21-09-2023,Trinity,Female,Rural,Medium,Management,3.29,0,0,66,A,B+,A,A,NG,NG,NG,A,A,A+,NG,3,4,1,8,3,3,4,1,4,4,3,1,Mgmt_BBA_Finance
STU_0852789,25-01-2023,BernHardt,Male,Urban,Low,Management,3.56,0,0,98,A,A,A,A,NG,NG,NG,A+,A+,A+,NG,4,8,1,8,4,1,3,2,8,4,2,4,Hum_Economist
STU_6397703,15-09-2023,Public High,Female,Rural,Low,Science_Bio,3.11,0,143,0,A,A,B+,A,B+,A+,A,NG,NG,NG,NG,1,1,2,1,3,1,4,2,4,3,3,3,Med_Lab_Technician
STU_8097448,21-10-2023,Global College,Female,Urban,Medium,Science_Bio,2.74,0,96,0,B,B+,A,B+,A,A,A,NG,NG,NG,NG,2,1,2,1,3,3,2,3,1,2,4,3,Hum_Psychologist
STU_2822146,14-10-2023,St. Xaviers,Male,Urban,Medium,Science_Physical,3.95,97,0,67,A+,A+,A+,A+,A+,A+,NG,A+,NG,NG,NG,10,1,2,1,3,1,2,4,1,3,8,3,IT_Game_Developer
STU_1690562,20-07-2023,SOS Hermann,Male,Urban,Low,Science_Physical,4,100,0,86,A+,A+,A+,A+,A,A+,NG,A+,NG,NG,NG,9,8,3,2,4,1,2,4,2,4,1,2,IT_AI_ML_Engineer
STU_1511353,08-03-2023,Budhanilkantha,Male,Rural,Medium,Science_Bio,2.68,0,83,0,B+,B+,A,A,B+,B+,A+,NG,NG,NG,NG,1,2,2,1,3,1,10,1,2,3,3,3,Agri_Forestry
STU_5251737,15-10-2023,Gandaki Boarding,Male,Rural,Low,Science_Bio,2.8,0,54,0,A,B+,B+,B+,B+,B+,A,NG,NG,NG,NG,1,3,4,2,3,3,3,2,3,9,1,4,Mgmt_Hotel_Mgmt_BHM
STU_9835590,03-01-2023,Budhanilkantha,Male,Urban,Medium,Science_Physical,2.87,99,0,0,A,B+,A,A+,A,B+,NG,A+,NG,NG,NG,4,10,2,2,2,3,1,3,3,2,4,3,IT_Data_Scientist
STU_7803436,14-04-2023,Global College,Male,Rural,Low,Science_Bio,2.98,0,103,0,A,B+,B+,A,A,A,A,NG,NG,NG,NG,1,4,2,3,4,9,4,3,3,4,3,4,Med_Health_Assistant_HA
STU_4015646,29-06-2023,St. Xaviers,Female,Urban,High,Science_Physical,4,95,0,0,A+,A+,A+,A+,A+,A,NG,A+,NG,NG,NG,3,3,1,1,1,1,4,9,3,1,1,4,Eng_Civil_Engineer
STU_2715764,17-05-2023,SOS Hermann,Female,Urban,High,Science_Physical,3.12,95,0,0,A,A,A,A+,A+,A,NG,A+,NG,NG,NG,1,1,3,4,3,3,1,9,4,3,4,3,Eng_Civil_Engineer
STU_9401884,26-03-2023,Kathmandu Model,Male,Urban,Medium,Science_Physical,2.84,94,0,0,B+,A,A,A,A,A,NG,A,NG,NG,NG,,1,1,2,2,4,4,3,2,4,2,2,IT_QA_Engineer
STU_8465144,26-04-2023,Motherland,Male,Rural,Low,Management,2.77,0,0,65,A,A,A,B+,NG,NG,NG,B+,A,A,NG,2,2,3,2,1,1,3,1,4,2,1,1,IT_QA_Engineer
STU_7072495,16-02-2023,Trinity,Male,Urban,High,Science_Bio,2.61,0,83,0,A+,A,B+,A,A,B+,A,NG,NG,NG,NG,1,3,3,2,3,10,2,2,4,2,3,1,Med_BSc_Nursing
STU_7352226,09-01-2023,Public High,Male,Urban,Medium,Science_Bio,3.52,0,131,0,A,A+,A,A+,A,A+,A+,NG,NG,NG,NG,3,3,3,4,1,8,3,1,2,3,4,2,Med_B_Pharmacy
STU_2378057,05-01-2023,Gandaki Boarding,Male,Rural,High,Science_Physical,3.1,115,0,0,A,B+,A,A+,A+,B+,NG,A,NG,NG,NG,1,1,10,2,4,3,1,10,4,3,4,3,Eng_Architecture
STU_5512429,16-02-2023,Kathmandu Model,Male,Rural,Medium,Science_Physical,2.57,82,0,0,A,B+,A,A,B+,B+,NG,A,NG,NG,NG,,1,9,3,1,3,2,1,2,3,3,4,IT_UI_UX_Designer
STU_4198389,30-11-2023,BernHardt,Male,Urban,Low,Science_Physical,2.6,91,0,0,B+,B,B+,A,A,A,NG,B+,NG,NG,NG,2,10,1,4,4,3,2,3,4,3,4,4,IT_Data_Scientist
STU_4428341,30-11-2023,Global College,Male,Urban,Low,Science_Physical,3.75,77,0,0,A+,A+,A,A+,A+,A+,NG,A+,NG,NG,NG,9,1,1,3,4,2,4,1,2,2,1,2,IT_Software_Engineer
STU_9111042,20-08-2023,SOS Hermann,Male,Urban,High,Science_Bio,3.41,0,65,0,A+,A,A,B+,A+,A+,A+,NG,NG,NG,NG,2,1,2,2,1,10,4,3,3,4,1,4,Med_MBBS_Doctor
STU_9536413,15-01-2023,Global College,Male,Urban,High,Science_Bio,3.29,0,101,0,A,A,A+,A,A+,A,A+,NG,NG,NG,NG,3,4,2,3,3,2,2,3,2,4,2,2,Med_Lab_Technician
STU_7852048,01-06-2023,SOS Hermann,Female,Urban,High,Science_Bio,3.19,0,87,0,A,B+,A+,A+,A,A,A+,NG,NG,NG,NG,1,4,3,1,3,3,10,4,2,3,2,4,Agri_Forestry
STU_3063639,12-10-2023,Motherland,,Urban,Low,Humanities,3.4,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,A,NG,3,2,1,3,3,2,1,1,2,2,2,1,Hum_Social_Worker_BSW
STU_3537539,14-01-2023,,Female,Urban,Medium,Humanities,2.68,0,0,0,B+,B+,A+,NG,NG,NG,NG,NG,NG,A,NG,1,2,3,2,4,2,2,1,9,3,1,2,Law_Criminal_Lawyer
STU_7252796,28-08-2023,St. Xaviers,Female,Rural,Low,Science_Bio,3.02,0,68,0,A,B+,A,A,A,A+,A+,NG,NG,NG,NG,1,4,1,3,2,4,10,2,2,4,4,4,Agri_Scientist
STU_4424115,23-06-2023,Kathmandu Model,Female,Urban,High,Science_Bio,4,0,92,84,A+,A+,A+,A,A+,A+,A+,NG,NG,NG,NG,2,4,3,3,4,9,3,1,2,1,1,1,Med_Health_Assistant_HA
STU_8163964,29-01-2023,Gandaki Boarding,Female,Rural,Low,Science_Physical,2.61,95,0,0,A,B+,B+,A,B+,B+,NG,A,NG,NG,NG,8,4,1,2,4,2,3,2,1,4,2,2,Eng_Computer_Engineer
STU_8960226,06-03-2023,SOS Hermann,Female,Urban,Low,Science_Bio,2.91,0,92,0,A,A,A,B+,A,A,A+,NG,NG,NG,NG,2,1,3,2,1,4,8,3,3,1,1,1,Med_Veterinary
STU_5276755,16-05-2023,Budhanilkantha,Male,Rural,High,Humanities,2.45,0,0,0,A,A,A,NG,NG,NG,NG,NG,NG,B+,NG,2,3,3,3,4,1,4,3,8,3,3,1,Hum_Journalist
STU_9885153,23-02-2023,SOS Hermann,Male,Urban,Medium,Humanities,2.71,0,0,0,A,B+,A,NG,NG,NG,NG,NG,NG,B+,NG,3,1,4,1,2,2,4,3,9,2,2,10,Hum_Political_Scientist
STU_2880778,15-10-2023,,Male,Rural,,Science_Physical,3.01,106,0,0,A,A,A,A+,A+,A,NG,A,NG,NG,NG,9,1,4,4,4,2,4,3,2,1,2,3,Eng_Electronics_Comm
STU_6185207,13-11-2023,BernHardt,Male,Urban,Medium,Science_Physical,3.1,110,0,0,A,A,A,A,A,A,NG,A,NG,NG,NG,8,1,1,3,1,3,1,2,3,2,9,2,IT_Game_Developer
STU_7765879,30-06-2023,Trinity,Female,Urban,Low,Management,2.94,0,0,100,A+,B+,B,A,NG,NG,NG,A,A,A,NG,4,1,2,8,3,2,2,2,8,3,2,1,Mgmt_CA
STU_4360824,08-02-2023,Trinity,Female,Urban,Medium,Management,3.59,0,0,100,A+,A,A,A+,NG,NG,NG,A+,A,A+,NG,3,1,2,2,3,1,2,2,4,2,1,1,Mgmt_BBA_Marketing
STU_4670882,30-11-2023,BernHardt,Female,Rural,High,Humanities,3.84,0,0,0,A+,A+,A+,NG,NG,NG,NG,NG,NG,A,NG,2,2,4,3,3,4,3,2,9,2,1,3,Law_Criminal_Lawyer
STU_0165232,11-03-2023,SOS Hermann,Female,Urban,Medium,Science_Physical,2.51,58,0,0,B+,B+,A,A,A,B+,NG,B+,NG,NG,NG,1,2,2,3,3,1,2,8,2,1,2,4,Eng_Mechanical
STU_6691531,29-08-2023,Motherland,Female,Rural,Medium,Management,2.83,0,0,88,A+,A,A,A,NG,NG,NG,A+,B,B+,NG,8,1,9,4,3,4,4,3,4,4,2,2,IT_UI_UX_Designer
STU_7418953,16-12-2023,Motherland,Male,Urban,High,Science_Physical,2.58,78,0,0,B+,B+,A,B,A,A,NG,B+,NG,NG,NG,3,4,2,3,3,10,1,2,1,4,1,3,Med_Public_Health_BPH
STU_2259273,24-03-2023,Gandaki Boarding,Male,Rural,Low,Science_Physical,3.1,89,0,0,A,A,B+,A+,A+,A,NG,B+,NG,NG,NG,4,4,3,3,2,3,3,8,3,1,3,4,Eng_Mechanical
STU_9452393,21-04-2023,Gandaki Boarding,Male,Urban,Medium,Law,3.48,0,0,0,A+,A,A+,NG,NG,NG,NG,NG,NG,A+,A+,1,2,1,4,3,1,2,2,8,3,3,3,Law_Criminal_Lawyer
STU_9151454,04-09-2023,Global College,Male,Urban,Low,Management,2.78,0,0,90,A,B+,A,B+,NG,NG,NG,A,A,B+,NG,3,2,2,1,4,4,1,3,2,9,1,3,Mgmt_Hotel_Mgmt_BHM
STU_6361975,30-09-2023,St. Xaviers,Female,Urban,Medium,Management,4,0,0,100,A+,A+,A+,A+,NG,NG,NG,A+,A+,A+,NG,10,2,8,2,2,3,1,3,4,4,2,2,IT_UI_UX_Designer
STU_4664515,08-04-2023,SOS Hermann,Female,Urban,High,Science_Bio,2.92,0,93,0,B+,A,B+,B+,A,A,A+,NG,NG,NG,NG,3,1,4,1,1,10,1,2,3,3,1,2,Med_Health_Assistant_HA
STU_8592398,27-07-2023,Global College,Female,Urban,Low,Science_Physical,2.75,106,0,0,A,B+,B+,B+,A,B+,NG,A+,NG,NG,NG,8,3,2,3,3,2,2,2,4,4,9,4,IT_Game_Developer
STU_2858626,05-11-2023,St. Xaviers,Female,Rural,Medium,Science_Bio,3.98,0,111,0,A+,A+,A+,A+,A+,A+,A+,NG,NG,NG,NG,2,3,1,4,3,10,4,2,1,4,1,3,Med_B_Pharmacy
STU_7902586,14-02-2023,Global College,Male,Urban,Medium,Science_Bio,3.66,0,100,0,A+,A+,A,A,A,A+,A+,NG,NG,NG,NG,2,2,3,3,3,1,8,1,2,1,4,2,Agri_Forestry
STU_5595847,16-05-2023,BernHardt,Female,Urban,Medium,Management,3.29,0,0,72,A+,A+,A,A,NG,NG,NG,A,A+,A,NG,2,2,3,10,4,2,4,4,10,1,1,1,Mgmt_CA
STU_2571135,16-01-2023,Kathmandu Model,Male,Rural,Medium,Science_Physical,2.73,74,0,82,A,A,A,A,A,A,NG,A,NG,NG,NG,8,3,2,1,1,1,2,1,1,1,3,1,IT_CyberSecurity
STU_4516953,09-09-2023,SOS Hermann,Female,Urban,Low,Management,3.65,0,0,92,A,A+,A,A+,NG,NG,NG,A+,A+,A+,NG,3,3,2,8,4,1,3,3,9,3,1,3,Mgmt_CA
STU_4016210,11-09-2023,SOS Hermann,Female,Rural,Low,Science_Physical,3.08,102,0,0,B+,A,A,A,A+,A+,NG,A+,NG,NG,NG,3,4,3,4,1,3,1,10,3,2,2,1,Eng_Mechanical
STU_3380346,21-08-2023,St. Xaviers,Male,Urban,Medium,Management,2.76,0,0,80,A+,B+,B+,B+,NG,NG,NG,B+,A,B+,NG,3,2,2,10,3,3,3,3,10,1,2,3,Law_Corporate_Lawyer
STU_6167769,20-12-2023,Global College,Male,Urban,Medium,Law,2.2,0,0,0,B+,A,B+,NG,NG,NG,NG,NG,NG,B,B+,2,1,2,10,3,1,2,4,9,3,1,4,Law_Corporate_Lawyer
STU_7400239,10-05-2023,Gandaki Boarding,Female,Urban,Low,Science_Bio,3.61,0,99,0,A,A+,A,A,A+,A+,A+,NG,NG,NG,NG,4,3,2,3,3,8,3,1,1,1,2,1,Med_B_Pharmacy
STU_7207049,02-08-2023,Global College,Male,Rural,Low,Science_Bio,2.29,0,88,0,B+,A,B,B+,B+,B+,A,NG,NG,NG,NG,3,4,1,1,1,10,4,3,3,1,3,4,IT_QA_Engineer
STU_9127298,24-05-2023,Public High,Male,Urban,Medium,Law,2.98,0,0,0,A+,B+,B+,NG,NG,NG,NG,NG,NG,A,A+,3,3,4,8,4,3,3,3,9,2,3,1,Law_Corporate_Lawyer
STU_8833143,02-12-2023,Public High,Male,Rural,Low,Management,4,0,0,91,A+,A+,A+,A+,NG,NG,NG,A+,A+,A+,NG,4,2,2,8,3,1,3,3,1,1,4,4,Mgmt_BBA_Finance
